Matricule	Id appartenance	Id fonction occupée	Nom	Prénom	Code du groupe politique	Nom court du groupe politique	Date de début d'appartenance	Date de fin d'appartenance	Nom court fonction	Date de début de la fonction	Date de fin de la fonction
08059E	1989	2260	Berthou	Jacques	SOC	Groupe socialiste et républicain	01/10/2008	30/09/2014	Membre	01/10/2008	30/09/2014
000113	892	1152	Bertrand	Marcel	SOC	Groupe socialiste et républicain		19/09/1961	Membre		19/09/1961
11081P	2367	2687	Bertrand	Alain	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2011	03/10/2011	Membre	01/10/2011	03/10/2011
11081P	2176	2450	Bertrand	Alain	RDSE	Groupe du RDSE	04/10/2011	22/12/2011	Membre	04/10/2011	22/12/2011
11081P	2371	2691	Bertrand	Alain	RDSE	Groupe du RDSE	19/03/2012		Membre	19/03/2012	
14115H	2848	3242	Bertrand	Anne-Marie	NI	Réunion administrative des non-inscrits	23/09/2017	02/10/2017	Membre	23/09/2017	02/10/2017
14115H	2927	3327	Bertrand	Anne-Marie	UMP	Groupe Les Républicains	03/10/2017		Membre	03/10/2017	
58911T	893	1153	Besse	Guy	RDE	Rassemblement Démocratique et Européen		01/10/1989	Membre		01/10/1989
89010J	670	666	Besse	Roger	UMP	Groupe Les Républicains	11/12/2002	30/09/2008	Membre	11/12/2002	30/09/2008
89010J	36	36	Besse	Roger	RPR	Groupe du RPR		10/12/2002	Membre		10/12/2002
89015P	62	62	Besson	Jean	SOC	Groupe socialiste et républicain	02/10/1989	30/09/2014	Membre	02/10/1989	30/09/2014
000682	1472	1732	Besson	Roger	SOC	Groupe socialiste et républicain		23/11/1970	Membre		23/11/1970
01001E	439	456	Béteille	Laurent	NI	Réunion administrative des non-inscrits	17/01/2001	18/01/2001	Membre	17/01/2001	18/01/2001
01001E	440	457	Béteille	Laurent	RPR	Groupe du RPR	18/01/2001	10/12/2002	Membre	18/01/2001	10/12/2002
01001E	741	737	Béteille	Laurent	UMP	Groupe Les Républicains	11/12/2002	30/09/2011	Membre	11/12/2002	30/09/2011
000036	894	1154	Bethouart	Antoine	UCDP	Union Centriste des Démocrates de Progrès		01/10/1971	Membre		01/10/1971
59522N	895	1155	Bettencourt	André	RI	Groupe des RI		01/10/1995	Membre		01/10/1995
79002D	896	1156	Bialski	Jacques	SOC	Groupe socialiste et républicain		02/07/1997	Membre		02/07/1997
89021M	509	508	Biarnès	Pierre	CRC	Groupe CRCE	04/09/2001	17/03/2005	Membre	04/09/2001	17/03/2005
89021M	1818	2097	Biarnès	Pierre	CRC	Groupe CRCE	18/03/2005	30/09/2008	Membre	18/03/2005	30/09/2008
89021M	309	309	Biarnès	Pierre	SOC	Groupe socialiste et républicain		03/09/2001	Membre		03/09/2001
78007E	248	248	Bidard-Reydet	Danielle	CRC	Groupe CRCE		30/09/2004	Membre		30/09/2004
14093U	2468	2786	Bignon	Jérôme	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	06/10/2014
14093U	2529	2861	Bignon	Jérôme	UMP	Groupe Les Républicains	07/10/2014	02/10/2017	Membre	07/10/2014	02/10/2017
14093U	2867	3262	Bignon	Jérôme	RTLI	Groupe Les Indépendants - République et Territoires	03/10/2017		Membre	03/10/2017	
14065Q	2480	2798	Bigot	Jacques	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	06/10/2014
14065Q	2597	2945	Bigot	Jacques	SOC	Groupe socialiste et républicain	07/10/2014		Membre	07/10/2014	
19549D	2759	3153	Bigot	Joël	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19549D	2899	3296	Bigot	Joël	SOC	Groupe socialiste et républicain	03/10/2017		Membre	03/10/2017	
95010W	859	1119	Billard	Claude	CRC	Groupe CRCE		12/06/1997	Membre		12/06/1997
01064V	639	636	Billard	Joël	NI	Réunion administrative des non-inscrits	15/10/2001	06/11/2001	Membre	15/10/2001	06/11/2001
01064V	640	637	Billard	Joël	RI	Groupe des RI	06/11/2001	10/12/2002	Membre	06/11/2001	10/12/2002
01064V	798	794	Billard	Joël	UMP	Groupe Les Républicains	11/12/2002	30/09/2014	Membre	11/12/2002	30/09/2014
58328J	860	1120	Billeres	René	GDSRG	Formation des Sénateurs Radicaux de Gauche		02/10/1983	Membre		02/10/1983
000083	861	1121	Billiemaz	Auguste	GDSRG	Formation des Sénateurs Radicaux de Gauche		01/10/1980	Membre		01/10/1980
14030Q	2447	2765	Billon	Annick	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	06/10/2014
14030Q	2570	2905	Billon	Annick	UC	Groupe Union Centriste	07/10/2014		Membre	07/10/2014	
04054G	2356	2677	Billout	Michel	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2004	04/10/2004	Membre	01/10/2004	04/10/2004
04054G	1686	1948	Billout	Michel	CRC	Groupe CRCE	05/10/2004	01/10/2017	Membre	05/10/2004	01/10/2017
86005Y	119	119	Bimbenet	Jacques	RDSE	Groupe du RDSE		01/10/2001	Membre		01/10/2001
01049W	557	556	Biwer	Claude	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2001	01/10/2001	Membre	01/10/2001	01/10/2001
01049W	576	575	Biwer	Claude	UC	Groupe Union Centriste	02/10/2001	30/09/2011	Membre	02/10/2001	05/10/2004
01049W	576	2069	Biwer	Claude	UC	Groupe Union Centriste	02/10/2001	30/09/2011	Vice-Président	06/10/2004	30/09/2011
96004D	684	680	Bizet	Jean	UMP	Groupe Les Républicains	11/12/2002		Membre	11/12/2002	
96004D	143	143	Bizet	Jean	RPR	Groupe du RPR		10/12/2002	Membre		10/12/2002
89012L	42	42	Blaizot	François	UC	Groupe Union Centriste		30/09/1998	Membre		30/09/1998
01005J	512	511	Blanc	Jacques	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2001	01/10/2001	Membre	01/10/2001	01/10/2001
01005J	577	576	Blanc	Jacques	RI	Groupe des RI	02/10/2001	10/12/2002	Membre	02/10/2001	10/12/2002
01005J	792	788	Blanc	Jacques	UMP	Groupe Les Républicains	11/12/2002	30/09/2011	Membre	11/12/2002	30/09/2011
59567C	862	1122	Blanc	Jean-Pierre	UC	Groupe Union Centriste		01/10/1995	Membre		01/10/1995
92011K	695	691	Blanc	Paul	UMP	Groupe Les Républicains	11/12/2002	30/09/2011	Membre	11/12/2002	30/09/2011
92011K	210	210	Blanc	Paul	RPR	Groupe du RPR		10/12/2002	Membre		10/12/2002
57426F	863	1123	Blanchet	Jean-Pierre	NI	Réunion administrative des non-inscrits		01/10/1974	Membre		01/10/1974
01044R	552	551	Blandin	Marie-Christine	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2001	01/10/2001	Membre	01/10/2001	01/10/2001
01044R	578	577	Blandin	Marie-Christine	SOC	Groupe socialiste et républicain	02/10/2001	10/01/2012	Membre	02/10/2001	10/01/2012
01044R	2343	2664	Blandin	Marie-Christine	ECO	Groupe écologiste	11/01/2012	29/06/2017	Vice-Président	11/01/2012	18/02/2015
01044R	2343	2985	Blandin	Marie-Christine	ECO	Groupe écologiste	11/01/2012	29/06/2017	Membre	19/02/2015	29/06/2017
01044R	2722	3105	Blandin	Marie-Christine	NI	Réunion administrative des non-inscrits	30/06/2017	03/07/2017	Membre	30/06/2017	03/07/2017
71003U	17	425	Blin	Maurice	UC	Groupe Union Centriste		04/07/2007	Membre	05/10/1998	04/07/2007
71003U	17	17	Blin	Maurice	UC	Groupe Union Centriste		04/07/2007	Président		04/10/1998
000165	864	1124	Blondelle	René	CRARS	Centre Républicain d'Action Rurale et Sociale		25/02/1971	Membre		25/02/1971
08043V	1966	2240	Blondin	Maryvonne	SOC	Groupe socialiste et républicain	01/10/2008		Membre	01/10/2008	
95014B	238	238	Bocandé	Annick	UC	Groupe Union Centriste		30/09/2004	Membre		30/09/2004
04040A	2357	2678	Bockel	Jean-Marie	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2004	04/10/2004	Membre	01/10/2004	04/10/2004
04040A	1664	1928	Bockel	Jean-Marie	SOC	Groupe socialiste et républicain	05/10/2004	19/07/2007	Membre	05/10/2004	19/07/2007
04040A	2116	2389	Bockel	Jean-Marie	RDSE	Groupe du RDSE	14/12/2010	30/09/2011	Membre	14/12/2010	30/09/2011
04040A	2317	2594	Bockel	Jean-Marie	UC	Groupe Union Centriste	01/10/2011		Membre	01/10/2011	
11040E	2161	2435	Bocquet	Éric	CRC	Groupe CRCE	01/10/2011		Membre	01/10/2011	
04052E	2368	2688	Bodin	Yannick	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2004	04/10/2004	Membre	01/10/2004	04/10/2004
04052E	1683	1946	Bodin	Yannick	SOC	Groupe socialiste et républicain	05/10/2004	30/09/2011	Membre	05/10/2004	30/09/2011
000634	865	1125	Boeuf	Marc	SOC	Groupe socialiste et républicain		27/08/1993	Membre		27/08/1993
74013K	162	162	Bohl	André	UC	Groupe Union Centriste		30/09/2001	Membre		30/09/2001
59218H	866	1126	Boileau	Roger	UC	Groupe Union Centriste		01/10/1992	Membre		01/10/1992
000176	867	1127	Boin	Raymond	GD	Gauche Démocratique		01/10/1974	Membre		01/10/1974
000761	1473	1733	Boisrond	Jacques	RI	Groupe des RI		03/10/1961	Membre		03/10/1961
58920U	868	1128	Bonduel	Stéphane	RDE	Rassemblement Démocratique et Européen		01/10/1989	Membre		01/10/1989
19367Y	2831	3225	Bonfanti-Dossat	Christine	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19367Y	2928	3328	Bonfanti-Dossat	Christine	UMP	Groupe Les Républicains	03/10/2017		Membre	03/10/2017	
14069U	2509	2827	Bonhomme	François	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	17/10/2014
14069U	2563	2895	Bonhomme	François	UMP	Groupe Les Républicains	07/10/2014		Membre	07/10/2014	
58921V	869	1129	Bonifay	Charles	SOC	Groupe socialiste et républicain		01/10/1989	Membre		01/10/1989
19415P	2815	3209	Bonne	Bernard	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19415P	2929	3329	Bonne	Bernard	UMP	Groupe Les Républicains	03/10/2017		Membre	03/10/2017	
14089Y	2516	2834	Bonnecarrère	Philippe	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	06/10/2014
14089Y	2571	2913	Bonnecarrère	Philippe	UC	Groupe Union Centriste	07/10/2014		Membre	07/10/2014	
58619S	870	1130	Bonnefous	Edouard	GD	Gauche Démocratique		01/10/1986	Membre		01/10/1986
000696	1474	1734	Bonnefous	Raymond	RI	Groupe des RI		01/10/1971	Membre		01/10/1971
08060W	1990	2261	Bonnefoy	Nicole	SOC	Groupe socialiste et républicain	01/10/2008		Membre	01/10/2008	
83016P	157	157	Bonnet	Christian	RI	Groupe des RI		30/09/2001	Membre		30/09/2001
58041V	1590	1850	Bonnet	Eugène	UREI	Union des Républicains et des Indépendants		01/10/1980	Membre		01/10/1980
000160	871	1131	Bonnet	Georges	RI	Groupe des RI		25/06/1973	Membre		25/06/1973
83017Q	202	202	Bony	Marcel	SOC	Groupe socialiste et républicain		23/09/2001	Membre		23/09/2001
13003V	2397	2717	Boog	Françoise	UMP	Groupe Les Républicains	29/06/2013	30/09/2014	Membre	29/06/2013	30/09/2014
92012L	109	109	Bordas	James	RI	Groupe des RI		23/09/2001	Membre		23/09/2001
14002L	2411	2726	Bordas	Patricia	SOC	Groupe socialiste et républicain	14/02/2014	30/09/2014	Membre	14/02/2014	30/09/2014
000198	872	1132	Bordeneuve	Jacques	GD	Gauche Démocratique		03/01/1981	Membre		03/01/1981
04073K	1707	1969	Bordier	Pierre	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2004	04/10/2004	Membre	01/10/2004	04/10/2004
04073K	1735	1997	Bordier	Pierre	UMP	Groupe Les Républicains	05/10/2004	30/09/2014	Membre	05/10/2004	30/09/2014
19733B	2857	3251	Bories	Pascale	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2017	02/10/2017	Membre	01/10/2017	02/10/2017
19733B	2930	3330	Bories	Pascale	UMP	Groupe Les Républicains	03/10/2017		Membre	03/10/2017	
92013M	206	206	Borotra	Didier	UC	Groupe Union Centriste		30/09/2011	Membre		30/09/2011
95011X	183	183	Borvo Cohen-Seat	Nicole	CRC	Groupe CRCE	02/10/1995	19/09/2012	Membre	02/10/1995	02/04/2001
95011X	183	504	Borvo Cohen-Seat	Nicole	CRC	Groupe CRCE	02/10/1995	19/09/2012	Président	03/04/2001	18/09/2012
95011X	183	2707	Borvo Cohen-Seat	Nicole	CRC	Groupe CRCE	02/10/1995	19/09/2012	Membre	19/09/2012	19/09/2012
000099	1426	1686	Boscary-Monsservin	Roland	UREI	Union des Républicains et des Indépendants		01/10/1980	Membre		01/10/1980
14013P	2425	2742	Bosino	Jean-Pierre	CRC	Groupe CRCE	10/05/2014	17/06/2017	Membre	10/05/2014	17/06/2017
58654V	873	1133	Bosson	Charles	UC	Groupe Union Centriste		01/10/1986	Membre		01/10/1986
000081	874	1134	Bossus	Raymond	C	Communistes		25/06/1969	Membre		25/06/1969
08014Q	1896	2180	Botrel	Yannick	SOC	Groupe socialiste et républicain	01/10/2008		Membre	01/10/2008	
11060J	2254	2528	Bouchart	Natacha	UMP	Groupe Les Républicains	01/10/2011	11/01/2016	Membre	01/10/2011	11/01/2016
58620K	875	1135	Boucheny	Serge	C	Communistes		01/10/1986	Membre		01/10/1986
000718	1475	1735	Boucher	Albert	RI	Groupe des RI		02/03/1965	Membre		02/03/1965
14105F	2451	2769	Bouchet	Gilbert	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	06/10/2014
14105F	2530	2862	Bouchet	Gilbert	UMP	Groupe Les Républicains	07/10/2014		Membre	07/10/2014	
11029K	2165	2439	Bouchoux	Corinne	SOC	Groupe socialiste et républicain	01/10/2011	10/01/2012	Membre	01/10/2011	10/01/2012
11029K	2345	2666	Bouchoux	Corinne	ECO	Groupe écologiste	11/01/2012	29/06/2017	Membre	11/01/2012	18/02/2015
11029K	2345	2986	Bouchoux	Corinne	ECO	Groupe écologiste	11/01/2012	29/06/2017	Vice-Président	19/02/2015	05/11/2015
11029K	2345	3019	Bouchoux	Corinne	ECO	Groupe écologiste	11/01/2012	29/06/2017	Président	06/11/2015	13/12/2015
11029K	2345	3021	Bouchoux	Corinne	ECO	Groupe écologiste	11/01/2012	29/06/2017	Membre	14/12/2015	14/02/2016
11029K	2345	3025	Bouchoux	Corinne	ECO	Groupe écologiste	11/01/2012	29/06/2017	Président	15/02/2016	03/05/2016
11029K	2345	3028	Bouchoux	Corinne	ECO	Groupe écologiste	11/01/2012	29/06/2017	Membre	04/05/2016	29/06/2017
11029K	2723	3106	Bouchoux	Corinne	NI	Réunion administrative des non-inscrits	30/06/2017	01/10/2017	Membre	30/06/2017	01/10/2017
000028	1591	1851	Boukikaz	Ahmed	GD	Gauche Démocratique		04/07/1962	Membre		04/07/1962
000328	876	1136	Boulangé	Marcel	SOC	Groupe socialiste et républicain		01/10/1971	Membre		01/10/1971
000316	877	1137	Boulanger	Georges	RP	Républicains Populaires		01/10/1965	Membre		01/10/1965
14167V	2455	2773	Boulard	Jean-Claude	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	06/10/2014
14167V	2601	2949	Boulard	Jean-Claude	SOC	Groupe socialiste et républicain	07/10/2014	10/07/2017	Membre	07/10/2014	10/07/2017
14167V	2731	3124	Boulard	Jean-Claude	LREM	Groupe La République En Marche	11/07/2017	30/09/2017	Membre	11/07/2017	30/09/2017
01051Q	559	558	Boulaud	Didier	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2001	01/10/2001	Membre	01/10/2001	01/10/2001
01051Q	579	578	Boulaud	Didier	SOC	Groupe socialiste et républicain	02/10/2001	30/09/2012	Membre	02/10/2001	30/09/2012
19643A	2785	3179	Boulay-Espéronnier	Céline	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19643A	2931	3331	Boulay-Espéronnier	Céline	UMP	Groupe Les Républicains	03/10/2017		Membre	03/10/2017	
000374	1564	1824	Bouloux	Jean-Marie	UC	Groupe Union Centriste		01/10/1986	Membre		01/10/1986
19747H	2998	3404	Bouloux	Yves	NI	Réunion administrative des non-inscrits	18/12/2017	18/12/2017	Membre	18/12/2017	18/12/2017
19747H	3000	3406	Bouloux	Yves	UMP	Groupe Les Républicains	19/12/2017		Membre	19/12/2017	
04063H	2369	2689	Boumediene-Thiery	Alima	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2004	04/10/2004	Membre	01/10/2004	04/10/2004
04063H	1695	1957	Boumediene-Thiery	Alima	SOC	Groupe socialiste et républicain	05/10/2004	30/09/2011	Membre		30/09/2011
000184	936	1196	Bouneau	Pierre	NI	Réunion administrative des non-inscrits		02/10/1983	Membre		02/10/1983
59219J	937	1197	Bouquerel	Amédée	RPR	Groupe du RPR		01/10/1992	Membre		01/10/1992
000295	938	1198	Bourda	Pierre	GD	Gauche Démocratique		01/10/1974	Membre		01/10/1974
89022N	769	765	Bourdin	Joël	UMP	Groupe Les Républicains	11/12/2002	10/06/2014	Membre	11/12/2002	10/06/2014
89022N	2428	2746	Bourdin	Joël	UMP	Groupe Les Républicains	11/06/2014	30/09/2014	Membre	11/06/2014	30/09/2014
89022N	69	69	Bourdin	Joël	RI	Groupe des RI		10/12/2002	Membre		10/12/2002
80011V	103	103	Bourges	Yvon	RPR	Groupe du RPR		30/09/1998	Membre		30/09/1998
000545	1599	1859	Bourgine	Raymond	RPR	Groupe du RPR		29/11/1990	Membre		29/11/1990
70001N	34	34	de Bourgoing	Philippe	RI	Groupe des RI		30/09/1998	Membre		30/09/1998
000690	1476	1736	Bourguet	Frédéric	SOC	Groupe socialiste et républicain		02/10/1977	Membre		02/10/1977
11018G	2358	2679	Bourquin	Christian	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2011	04/10/2011	Membre	01/10/2011	04/10/2011
11018G	2127	2405	Bourquin	Christian	RDSE	Groupe du RDSE	04/10/2011	26/08/2014	Membre	04/10/2011	26/08/2014
08068F	1998	2269	Bourquin	Martial	SOC	Groupe socialiste et républicain	01/10/2008		Membre	01/10/2008	
08050U	1975	2248	Bourzai	Bernadette	SOC	Groupe socialiste et républicain	01/10/2008	30/09/2014	Membre	01/10/2008	30/09/2014
59220B	939	1199	Bousch	Jean-Eric	RPR	Groupe du RPR		01/10/1992	Membre		01/10/1992
02003L	647	644	Bout	Brigitte	AUCUN	Sénateurs n'appartenant à aucun groupe	08/06/2002	10/06/2002	Membre	08/06/2002	10/06/2002
02003L	650	647	Bout	Brigitte	RPR	Groupe du RPR	10/06/2002	10/12/2002	Membre	10/06/2002	10/12/2002
02003L	757	753	Bout	Brigitte	UMP	Groupe Les Républicains	11/12/2002	30/09/2011	Membre	11/12/2002	30/09/2011
08058D	1988	2259	Boutant	Michel	SOC	Groupe socialiste et républicain	01/10/2008		Membre	01/10/2008	
000140	940	1200	Boutemy	André	CRARS	Centre Républicain d'Action Rurale et Sociale		14/07/1959	Membre		14/07/1959
000391	1431	1691	Bouvard	Robert	RI	Groupe des RI		01/10/1974	Membre		01/10/1974
14175V	2520	2838	Bouvard	Michel	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	06/10/2014
14175V	2531	2863	Bouvard	Michel	UMP	Groupe Les Républicains	07/10/2014	01/06/2017	Membre	07/10/2014	01/06/2017
59568D	941	1201	Bouvier	Raymond	UC	Groupe Union Centriste		01/10/1995	Membre		01/10/1995
88004G	134	134	Boyer	André	RDSE	Groupe du RDSE		24/09/2008	Membre		24/09/2008
92014N	1600	1860	Boyer	Eric	RPR	Groupe du RPR		20/01/1996	Membre		20/01/1996
58951C	942	1202	Boyer	Eugène	SOC	Groupe socialiste et républicain		01/10/1989	Membre		01/10/1989
01052R	560	559	Boyer	Jean	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2001	01/10/2001	Membre	01/10/2001	01/10/2001
01052R	584	583	Boyer	Jean	UC	Groupe Union Centriste	02/10/2001	04/11/2014	Membre	02/10/2001	05/10/2004
01052R	584	2070	Boyer	Jean	UC	Groupe Union Centriste	02/10/2001	04/11/2014	Membre	06/10/2004	04/11/2014
83018R	111	111	Boyer	Jean	RI	Groupe des RI		30/09/2001	Membre		30/09/2001
74015M	130	130	Boyer	Louis	RI	Groupe des RI		23/09/2001	Membre		23/09/2001
98049B	368	374	Boyer	Yolande	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/1998	04/10/1998	Membre	01/10/1998	04/10/1998
98049B	391	398	Boyer	Yolande	SOC	Groupe socialiste et républicain	05/10/1998	30/09/2008	Membre	05/10/1998	30/09/2008
000399	1566	1826	Boyer-Andrivet	Jacques	UC	Groupe Union Centriste		01/10/1989	Membre		01/10/1989
19383Y	2814	3208	Boyer	Jean-Marc	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19383Y	2932	3332	Boyer	Jean-Marc	UMP	Groupe Les Républicains	03/10/2017		Membre	03/10/2017	
71006X	5	5	Braconnier	Jacques	RPR	Groupe du RPR		30/09/1998	Membre		30/09/1998
000756	1477	1737	Brajeux	Jean	RI	Groupe des RI		23/11/1962	Membre		23/11/1962
98014P	823	819	Branger	Jean-Guy	UMP	Groupe Les Républicains	11/12/2002	30/09/2008	Membre	11/12/2002	30/09/2008
98014P	329	329	Branger	Jean-Guy	UC	Groupe Union Centriste		10/12/2002	Membre		10/12/2002
000474	943	1203	Brantus	Pierre	UC	Groupe Union Centriste		17/09/1989	Membre		17/09/1989
95012Y	714	710	Braun	Gérard	UMP	Groupe Les Républicains	11/12/2002	30/09/2004	Membre	11/12/2002	30/09/2004
95012Y	286	286	Braun	Gérard	RPR	Groupe du RPR		10/12/2002	Membre		10/12/2002
000039	944	1204	Brayard	Joseph	GDSRG	Formation des Sénateurs Radicaux de Gauche		01/10/1971	Membre		01/10/1971
95013A	717	713	Braye	Dominique	UMP	Groupe Les Républicains	11/12/2002	30/09/2011	Membre	11/12/2002	30/09/2011
95013A	293	293	Braye	Dominique	RPR	Groupe du RPR		10/12/2002	Membre		10/12/2002
000020	945	1205	Bregegere	Marcel	SOC	Groupe socialiste et républicain		01/10/1980	Membre		01/10/1980
98016R	332	332	Bret	Robert	CRC	Groupe CRCE	01/10/1998	30/09/2008	Membre	01/10/1998	05/10/2004
98016R	332	2077	Bret	Robert	CRC	Groupe CRCE	01/10/1998	30/09/2008	Vice-Président	06/10/2004	30/09/2008
04053F	2359	2680	Bricq	Nicole	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2004	04/10/2004	Membre	01/10/2004	04/10/2004
04053F	1684	1947	Bricq	Nicole	SOC	Groupe socialiste et républicain	05/10/2004	16/06/2012	Membre	05/10/2004	16/06/2012
04053F	2422	2739	Bricq	Nicole	SOC	Groupe socialiste et républicain	05/05/2014	27/06/2017	Membre	05/05/2014	27/06/2017
04053F	2695	3077	Bricq	Nicole	LREM	Groupe La République En Marche	28/06/2017	06/08/2017	Membre	28/06/2017	06/08/2017
89023P	721	717	Brisepierre	Paulette	UMP	Groupe Les Républicains	11/12/2002	30/09/2008	Membre	11/12/2002	30/09/2008
89023P	310	310	Brisepierre	Paulette	RPR	Groupe du RPR		10/12/2002	Membre		10/12/2002
19621T	2753	3147	Brisson	Max	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
