Matricule	Qualite	Nom usuel	Prenom usuel	Etat Senateur	Identifiant mandat	Date d'election	Date de debut de mandat	Annee de debut de mandat	Date de fin de mandat	Annee de fin de mandat	Article de la commune	Commune	Identifiant fonction	Date de debut de fonction	Annee de debut de fonction	Date de fin de fonction	Annee de fin de fonction	Fonction
14069U	M.	Bonhomme	François	ACTIF	13854		21/03/2008				de	Caussade	50767	16/06/2016		30/09/2017		Adjoint au maire
14069U	M.	Bonhomme	François	ACTIF	13854		21/03/2008				de	Caussade	50768	01/10/2017				Conseiller municipal
58921V	M.	Bonifay	Charles	ANCIEN	10075				28/01/2017	2017		Aix-en-Provence	3245			28/01/2017	2017	Conseiller municipal
19415P	M.	Bonne	Bernard	ACTIF	50873		19/03/1989		15/03/2008		de	Bourg-Argental	50172	19/03/1989		15/03/2008		Maire
14089Y	M.	Bonnecarrère	Philippe	ACTIF	13887			1995	17/12/2018		d'	Albi	13316		2014	17/12/2018		Conseiller municipal
14089Y	M.	Bonnecarrère	Philippe	ACTIF	13887			1995	17/12/2018		d'	Albi	13318		1995		2013	Maire
83016P	M.	Bonnet	Christian	ANCIEN	685				11/03/2001	2001	de 	Carnac	685			11/03/2001	2001	Adjoint au maire
13003V	Mme	Boog	Françoise	ANCIEN	12919		01/01/2001	2001			de	Meyenheim	13101	01/01/2001	2001			Maire
92012L	M.	Bordas	James	ANCIEN	662				11/03/2001	2001	de 	Chambray-lès-Tours	662			11/03/2001	2001	Maire
92012L	M.	Bordas	James	ANCIEN	6244		18/03/2001	2001	25/03/2001	2001	de	Chambray-lès-Tours	2587	18/03/2001	2001	25/03/2001	2001	Conseiller municipal
04073K	M.	Bordier	Pierre	ANCIEN	10934			1977	16/03/2008	2008	de	Saint-Fargeau	10954		1977		1983	Conseiller municipal
04073K	M.	Bordier	Pierre	ANCIEN	10934			1977	16/03/2008	2008	de	Saint-Fargeau	10955		1983	16/03/2008	2008	Maire
19733B	Mme	Bories	Pascale	ACTIF	51481	18/03/2001	18/03/2001		11/10/2017		de	Villeneuve-lès-Avignon	50685	18/03/2001		11/10/2017		Premier adjoint au maire
92013M	M.	Borotra	Didier	ANCIEN	720				11/03/2001	2001	de 	Biarritz	720			11/03/2001	2001	Maire
92013M	M.	Borotra	Didier	ANCIEN	6013		11/03/2001	2001			de	Biarritz	2313	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
92013M	M.	Borotra	Didier	ANCIEN	6013		11/03/2001	2001			de	Biarritz	2634	17/03/2001	2001			Maire
92013M	M.	Borotra	Didier	ANCIEN	11903			1971		1977	d'	Arbonne	11714		1971		1977	Maire
95011X	Mme	Borvo Cohen-Seat	Nicole	ANCIEN	6197		18/03/2001	2001	16/03/2008	2008	de	Paris	2536	18/03/2001	2001	16/03/2008	2008	Conseiller de Paris
08014Q	M.	Botrel	Yannick	ACTIF	11523			1977			de	Bourbriac	11440	01/06/1995	1995	31/03/2014		Maire
08014Q	M.	Botrel	Yannick	ACTIF	11523			1977			de	Bourbriac	11676		1977	20/05/1995	1995	Conseiller municipal
08014Q	M.	Botrel	Yannick	ACTIF	11523			1977			de	Bourbriac	13153	01/04/2014				Conseiller municipal
14167V	M.	Boulard	Jean-Claude	ANCIEN	14009	24/03/2001	24/03/2001		31/05/2018		du	Mans	13471	24/03/2001		31/05/2018		Maire
14167V	M.	Boulard	Jean-Claude	ANCIEN	14361			1971	31/05/2018	1983	de	Saint-Marceau	13659		1971		1983	Adjoint au maire
01051Q	M.	Boulaud	Didier	ANCIEN	6500		16/05/1993	1993			de	Nevers	2978	16/05/1993	1993	08/05/2010		Maire
01051Q	M.	Boulaud	Didier	ANCIEN	6500		16/05/1993	1993			de	Nevers	11784	16/05/1993	1993			Conseiller municipal
19643A	Mme	Boulay-Espéronnier	Céline	ACTIF	51266	18/03/2001	18/03/2001				de	Paris 16	50462	18/03/2001		15/03/2008		Adjoint au maire
19643A	Mme	Boulay-Espéronnier	Céline	ACTIF	51266	18/03/2001	18/03/2001				de	Paris 16	50941	16/03/2008				Conseiller de Paris
19747H	M.	Bouloux	Yves	ACTIF	51551	18/06/1995	18/06/1995				de	Montmorillon	50914	18/06/1995		16/03/2008		Adjoint au maire
19747H	M.	Bouloux	Yves	ACTIF	51551	18/06/1995	18/06/1995				de	Montmorillon	50915	17/03/2008		11/01/2018		Maire
19747H	M.	Bouloux	Yves	ACTIF	51551	18/06/1995	18/06/1995				de	Montmorillon	50999	12/01/2018				Conseiller municipal
04063H	Mme	Boumediene-Thiery	Alima	ANCIEN	10889		11/06/1995	1995		2001	d'	Argenteuil	10926	11/06/1995	1995		2001	Conseiller municipal
89022N	M.	Bourdin	Joël	ANCIEN	632				11/03/2001	2001	de 	Bernay	632			11/03/2001	2001	Maire
89022N	M.	Bourdin	Joël	ANCIEN	6027		11/03/2001	2001	21/03/2008	2008	de	Bernay	2328	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
89022N	M.	Bourdin	Joël	ANCIEN	6027		11/03/2001	2001	21/03/2008	2008	de	Bernay	2681	17/03/2001	2001	27/01/2003	2003	Maire
89022N	M.	Bourdin	Joël	ANCIEN	6027		11/03/2001	2001	21/03/2008	2008	de	Bernay	3143	27/01/2003	2003	21/03/2008	2008	Conseiller municipal
000545	M.	Bourgine	Raymond	ANCIEN	10076							Paris	3246					Adjoint au maire
11018G	M.	Bourquin	Christian	ANCIEN	12429			1993	26/08/2014	1995	de	Perpignan	12638		1993		1995	Conseiller municipal
11018G	M.	Bourquin	Christian	ANCIEN	12431			1995	26/08/2014	2001	de	Millas	12644		1995		2001	Maire
08068F	M.	Bourquin	Martial	ACTIF	11776		01/03/1986				d'	Audincourt	11629	30/04/1997	1997	18/09/2017		Maire
08068F	M.	Bourquin	Martial	ACTIF	11776		01/03/1986				d'	Audincourt	11677	01/03/1986	1986	29/04/1997	1997	Adjoint au maire
08068F	M.	Bourquin	Martial	ACTIF	11776		01/03/1986				d'	Audincourt	50832	19/09/2017				Conseiller municipal
08050U	Mme	Bourzai	Bernadette	ANCIEN	11683			2001		2008	d'	Egletons	11553	01/03/2001	2001	16/03/2008	2008	Maire
08050U	Mme	Bourzai	Bernadette	ANCIEN	11683			2001		2008	d'	Egletons	11644	01/03/1983		01/03/2001	2001	Conseiller municipal
59220B	M.	Bousch	Jean-Eric	ANCIEN	10077				06/04/1999	1999		Forbach	3247			06/04/1999	1999	Maire
02003L	Mme	Bout	Brigitte	ANCIEN	6742			1977			de	Fleurbaix	3119		1977	25/03/2001	2001	Conseiller municipal
02003L	Mme	Bout	Brigitte	ANCIEN	6742			1977			de	Fleurbaix	3120	25/03/2001	2001	21/03/2008		Maire
02003L	Mme	Bout	Brigitte	ANCIEN	6742			1977			de	Fleurbaix	11294	21/03/2008				Conseiller municipal
08058D	M.	Boutant	Michel	ACTIF	11722		01/06/1995		31/03/2014		de	Montbron	11588	01/06/1995	1995	01/03/2004	2004	Maire
08058D	M.	Boutant	Michel	ACTIF	11722		01/06/1995		31/03/2014		de	Montbron	11589	01/03/2008	2008	31/03/2014		Conseiller municipal
14175V	M.	Bouvard	Michel	ANCIEN	14021		06/03/1983		12/03/1989		de	Chambéry	13485	06/03/1983		12/03/1989		Adjoint au maire
59568D	M.	Bouvier	Raymond	ANCIEN	10078				18/10/2001	2001		Bogève	3248			18/10/2001	2001	Maire
58951C	M.	Boyer	Eugène	ANCIEN	10079				23/09/2017	2017		Caraman	3249			23/09/2017	2017	Maire
01052R	M.	Boyer	Jean	ANCIEN	6540			1971		1995	de	Blanzac	2999		1971		1995	Maire
19383Y	M.	Boyer	Jean-Marc	ACTIF	50937	19/03/1989	19/03/1989		01/10/2017		de	Laqueuille	50245	19/03/1989		01/10/2017		Maire
98049B	Mme	Boyer	Yolande	ANCIEN	6094		11/03/2001	2001			de	Châteaulin	2401	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
98049B	Mme	Boyer	Yolande	ANCIEN	6094		11/03/2001	2001			de	Châteaulin	2649	17/03/2001	2001	21/03/2008	2008	Maire
98049B	Mme	Boyer	Yolande	ANCIEN	6094		11/03/2001	2001			de	Châteaulin	11273	21/03/2008	2008			Conseiller municipal
98049B	Mme	Boyer	Yolande	ANCIEN	6094		11/03/2001	2001			de	Châteaulin	11390	18/06/1995	1995	11/03/2001	2001	Maire
98049B	Mme	Boyer	Yolande	ANCIEN	6094		11/03/2001	2001			de	Châteaulin	11391	13/03/1983	1983	18/06/1995	1995	Conseiller municipal
98014P	M.	Branger	Jean-Guy	ANCIEN	5058			1971	11/03/2001	2001	de 	Surgères	2021			11/03/2001	2001	Maire
95013A	M.	Braye	Dominique	ANCIEN	791				11/03/2001	2001	de 	Buchelay	791			11/03/2001	2001	Maire
95013A	M.	Braye	Dominique	ANCIEN	6049		11/03/2001	2001			de	Buchelay	2348	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
95013A	M.	Braye	Dominique	ANCIEN	6049		11/03/2001	2001			de	Buchelay	2592	17/03/2001	2001	14/03/2008		Maire
95013A	M.	Braye	Dominique	ANCIEN	6049		11/03/2001	2001			de	Buchelay	11711		2008			Conseiller municipal
98016R	M.	Bret	Robert	ANCIEN	5065			1995	11/03/2001	2001	de 	Marseille	2028			11/03/2001	2001	Conseiller municipal
98016R	M.	Bret	Robert	ANCIEN	6270		18/03/2001	2001			de	Marseille (7ème secteur)	2731	18/03/2001	2001			Conseiller municipal
98016R	M.	Bret	Robert	ANCIEN	10712			1983		1989	de	Martigues	10780		1983		1989	Conseiller municipal
04053F	Mme	Bricq	Nicole	ANCIEN	11073			2001	06/08/2017	2008	de	Meaux	11057		2001	21/03/2008	2008	Conseiller municipal
19621T	M.	Brisson	Max	ACTIF	51039	19/03/1989	19/03/1989		23/10/2017		de	Biarritz	50348	19/03/1989		23/10/2017		Conseiller municipal
08020N	Mme	Bruguière	Marie-Thérèse	ACTIF	11553		08/03/1983		30/09/2017		de	Saint-Aunès	11458	10/06/1995	1995	30/09/2017		Maire
08020N	Mme	Bruguière	Marie-Thérèse	ACTIF	11553		08/03/1983		30/09/2017		de	Saint-Aunès	11665	08/03/1983	1983	09/06/1995	1995	Conseiller municipal
19758L	Mme	Brulin	Céline	ACTIF	51592		16/03/2008		21/06/2018		de	Bolbec	51058	16/03/2008		21/06/2018		Conseiller municipal
08007R	M.	Brun	Elie	ANCIEN	11361			1997			de	Fréjus	11323		1997			Maire
58946F	M.	Brun	Raymond	ANCIEN	10080							Salles	3250					Maire
04047H	M.	Buffet	François-Noël	ACTIF	11037		23/10/1997				d'	Oullins	11029	23/10/1997		23/10/2017		Maire
04047H	M.	Buffet	François-Noël	ACTIF	11037		23/10/1997				d'	Oullins	50968	24/10/2017				Conseiller municipal
19782L	M.	Buis	Bernard	ACTIF	51669	18/06/1995	18/06/1995		01/12/2018		de	Lesches-en-Diois	51165	18/06/1995		01/12/2018		Maire
59524Q	M.	Cabana	Camille	ANCIEN	10081				02/06/2002	2002		Paris	3251			02/06/2002	2002	Adjoint au maire
14207L	M.	Cabanel	Henri	ACTIF	14128	01/04/2014	01/04/2014				de 	Servian	13529	01/04/2014				Conseiller municipal
58366Q	M.	Cabocel	Rémi	ANCIEN	10082				22/10/2009	2009		Lezey	3252			22/10/2009	2009	Maire
04066L	M.	Caffet	Jean-Pierre	ANCIEN	10896			2001			de	Paris (18ème arrondissement)	10928		2001	21/03/2008	2008	Adjoint au maire
04066L	M.	Caffet	Jean-Pierre	ANCIEN	10896			2001			de	Paris (18ème arrondissement)	11282	22/03/2008	2008			Conseiller de Paris
000538	M.	Caiveau	Louis	ANCIEN	10083							Saint-Hilaire-de-Riez	3253					Maire
77009C	M.	Caldaguès	Michel	ANCIEN	710				17/04/2000	2000	de 	Ier arrondissement de Paris	710			17/04/2000	2000	Maire d'arrondissement
77009C	M.	Caldaguès	Michel	ANCIEN	5857		17/04/2000	2000	11/03/2001	2001	de	Ier arrondissement de Paris	2205	17/04/2000	2000	11/03/2001	2001	Adjoint au maire
86014A	M.	Calméjane	Robert	ANCIEN	759			1983	10/12/2002	2002	de 	Villemomble	759		1983	10/12/2002	2002	Maire
11101A	M.	Calvet	François	ACTIF	12558		19/03/1989		17/08/1995		de	Perpignan	12816		1989		1995	Conseiller municipal
11101A	M.	Calvet	François	ACTIF	12562		18/06/1995				du	Le Soler	12826	19/06/1995		23/10/2017		Maire
11101A	M.	Calvet	François	ACTIF	12562		18/06/1995				du	Le Soler	50796	24/10/2017				Conseiller municipal
04042C	M.	Cambon	Christian	ACTIF	10807		21/03/1971				de	Saint-Maurice	10882	19/03/1989	1989	14/10/2017		Maire
04042C	M.	Cambon	Christian	ACTIF	10807		21/03/1971				de	Saint-Maurice	11348	21/03/1971	1971	20/03/1977	1977	Conseiller municipal
04042C	M.	Cambon	Christian	ACTIF	10807		21/03/1971				de	Saint-Maurice	11349	20/03/1977	1977	19/03/1989	1989	Adjoint au maire
04042C	M.	Cambon	Christian	ACTIF	10807		21/03/1971				de	Saint-Maurice	50803	15/10/2017				Conseiller municipal
89024Q	M.	Camoin	Jean-Pierre	ANCIEN	598						d'	Arles	598					Conseiller municipal
00003C	Mme	Campion	Claire-Lise	ANCIEN	5872				11/03/2001	2001	de	Bouray-sur-Juine	2223			11/03/2001	2001	Maire
00003C	Mme	Campion	Claire-Lise	ANCIEN	6050		11/03/2001	2001	17/03/2008	2008	de	Bouray-sur-Juine	2349	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
00003C	Mme	Campion	Claire-Lise	ANCIEN	6050		11/03/2001	2001	17/03/2008	2008	de	Bouray-sur-Juine	2651	17/03/2001	2001	17/03/2008	2008	Maire
14053L	Mme	Canayer	Agnès	ACTIF	14027		17/03/2008				du	Havre	13491	17/03/2008		23/10/2017		Adjoint au maire
14053L	Mme	Canayer	Agnès	ACTIF	14027		17/03/2008				du	Havre	50873	24/10/2017				Conseiller municipal
14083S	M.	Canevet	Michel	ACTIF	13875			1992			de	Plonéour-Lanvern	13306		1992	30/09/2017		Maire
14083S	M.	Canevet	Michel	ACTIF	13875			1992			de	Plonéour-Lanvern	50707	01/10/2017				Conseiller municipal
11053K	M.	Capo-Canellas	Vincent	ACTIF	12515		17/03/2001				du	Bourget	12739	17/12/2001		12/10/2017		Maire
11053K	M.	Capo-Canellas	Vincent	ACTIF	12515		17/03/2001				du	Bourget	12918	17/03/2001		16/12/2001		Adjoint au maire
11053K	M.	Capo-Canellas	Vincent	ACTIF	12515		17/03/2001				du	Bourget	50808	13/10/2017				Conseiller municipal
19545Y	M.	Capus	Emmanuel	ACTIF	50877	30/03/2014	16/03/2008				d'	Angers	50177	30/03/2014		12/12/2017		Adjoint au maire
19545Y	M.	Capus	Emmanuel	ACTIF	50877	30/03/2014	16/03/2008				d'	Angers	50606	16/03/2008		29/03/2014		Conseiller municipal
19545Y	M.	Capus	Emmanuel	ACTIF	50877	30/03/2014	16/03/2008				d'	Angers	51055	13/12/2017				Conseiller municipal
59525R	M.	Carat	Jacques	ANCIEN	10084				19/03/2009	2009		Cachan	3254			19/03/2009	2009	Maire
14085U	M.	Carcenac	Thierry	ACTIF	13882		25/06/1995		18/03/2001		de	Lescure d'Albigeois	13314	25/06/1995		18/03/2001		Adjoint au maire
11103C	M.	Cardoux	Jean-Noël	ACTIF	12327		20/03/1977		18/12/2006		de	Sully-sur-Loire	12395	10/03/1983		18/12/2006		Maire
11103C	M.	Cardoux	Jean-Noël	ACTIF	12327		20/03/1977		18/12/2006		de	Sully-sur-Loire	12398	20/03/1977		06/03/1983		Conseiller municipal
95015C	M.	Carle	Jean-Claude	ANCIEN	742				11/03/2001	2001	de 	Groisy	742			11/03/2001	2001	Conseiller municipal
19629C	Mme	Carrère	Maryse	ACTIF	51032	18/03/2001	18/03/2001				de	Lau-Balagnas	50341	18/03/2001		09/10/2017		Maire
19629C	Mme	Carrère	Maryse	ACTIF	51032	18/03/2001	18/03/2001				de	Lau-Balagnas	50811	10/10/2017				Conseiller municipal
08024S	Mme	Cartron	Françoise	ACTIF	11572		01/06/1995		01/04/2014		d'	Artigues-près-Bordeaux	11468	01/06/1995	1995	31/12/2011	2011	Maire
08024S	Mme	Cartron	Françoise	ACTIF	11572		01/06/1995		01/04/2014		d'	Artigues-près-Bordeaux	13072	01/01/2012	2012	01/04/2014		Conseiller municipal
11032E	M.	Carvounas	Luc	ANCIEN	12392		18/03/2001				d'	Alfortville	12494	18/03/2001		17/03/2012		Adjoint au maire
11032E	M.	Carvounas	Luc	ANCIEN	12392		18/03/2001				d'	Alfortville	13078	18/03/2012				Maire
89008Q	M.	Castaing	Robert	ANCIEN	643				11/11/2002	2002	de 	Lectoure	643			11/11/2002	2002	Maire
14201E	M.	Castelli	Joseph	ACTIF	14078			1982		2010	de	Penta-di-Casinca	13517		1982		2010	Maire
000510	M.	Caupert	Joseph	ANCIEN	10085							Le Bleymard	3255					Maire
92046W	M.	Cavalier-Benezet	Francis	ANCIEN	640				07/09/2014	2014	de 	Valleraugue	640			07/09/2014	2014	Maire
11044J	Mme	Cayeux	Caroline	ANCIEN	12859		19/03/1989		18/06/1995		de 	Choisy-la-Victoire	13056	19/03/1989		18/06/1995		Conseiller municipal
11044J	Mme	Cayeux	Caroline	ANCIEN	12860		18/06/1995		18/03/2001		de 	Blincourt	13057	18/06/1995		18/03/2001		Adjoint au maire
19721W	M.	Cazabonne	Alain	ACTIF	51457	13/09/1983	13/09/1983				de	Talence	50666	13/09/1983		12/09/1993		Premier adjoint au maire
19721W	M.	Cazabonne	Alain	ACTIF	51457	13/09/1983	13/09/1983				de	Talence	50667	13/09/1993		01/10/2017		Maire
19721W	M.	Cazabonne	Alain	ACTIF	51457	13/09/1983	13/09/1983				de	Talence	50854	02/10/2017				Conseiller municipal
83021L	M.	Cazalet	Auguste	ANCIEN	718				11/03/2001	2001	de 	Sévignacq-Meyracq	718			11/03/2001	2001	Maire
98029W	M.	Cazeau	Bernard	ACTIF	5116			1971	11/03/2001	2001	de 	Ribérac	2053			11/03/2001	2001	Maire
95016D	M.	Ceccaldi-Raynaud	Charles	ANCIEN	654				11/03/2001	2001	de 	Puteaux	654			11/03/2001	2001	Maire
95016D	M.	Ceccaldi-Raynaud	Charles	ANCIEN	6051		11/03/2001	2001	18/07/2019		de	Puteaux	2350	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
95016D	M.	Ceccaldi-Raynaud	Charles	ANCIEN	6051		11/03/2001	2001	18/07/2019		de	Puteaux	2593	17/03/2001	2001	22/04/2004	2004	Maire
95016D	M.	Ceccaldi-Raynaud	Charles	ANCIEN	6051		11/03/2001	2001	18/07/2019		de	Puteaux	10772	23/04/2004	2004	18/07/2019		Adjoint au maire
90003B	M.	César	Gérard	ANCIEN	645				11/03/2001	2001	de 	Rauzan	645			11/03/2001	2001	Maire
90003B	M.	César	Gérard	ANCIEN	6096		11/03/2001	2001			de	Rauzan	2403	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
90003B	M.	César	Gérard	ANCIEN	6096		11/03/2001	2001			de	Rauzan	2594	17/03/2001	2001			Maire
95017E	M.	Chabroux	Gilbert	ANCIEN	731				11/03/2001	2001	de 	Villeurbanne	731			11/03/2001	2001	Maire
14038Y	M.	Chaize	Patrick	ACTIF	13826		16/03/2008				de	Vonnas	13256	16/03/2008		30/09/2017		Maire
14038Y	M.	Chaize	Patrick	ACTIF	13826		16/03/2008				de	Vonnas	50806	01/10/2017				Conseiller municipal
83022M	M.	Chambriard	Jean-Paul	ANCIEN	10086							Brioude	3256					Conseiller municipal
81015E	M.	Charasse	Michel	ANCIEN	717				11/03/2001	2001	de 	Puy-Guillaume	717			11/03/2001	2001	Maire
81015E	M.	Charasse	Michel	ANCIEN	6014		11/03/2001	2001			de	Puy-Guillaume	2314	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
81015E	M.	Charasse	Michel	ANCIEN	6014		11/03/2001	2001			de	Puy-Guillaume	2652	17/03/2001	2001			Maire
92016Q	M.	Charmant	Marcel	ANCIEN	692				11/03/2001	2001	de 	Saint-Aubin les Forges	692			11/03/2001	2001	Maire
92016Q	M.	Charmant	Marcel	ANCIEN	6147		11/03/2001	2001			de	Saint-Aubin les Forges	2449	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
92016Q	M.	Charmant	Marcel	ANCIEN	6147		11/03/2001	2001			de	Saint-Aubin les Forges	2653	17/03/2001	2001			Maire
92016Q	M.	Charmant	Marcel	ANCIEN	6279			1983		1988	de	Nevers	2767		1983		1988	Adjoint au maire
11080N	M.	Charon	Pierre	ACTIF	12384			2001			de	Paris (15ème arrondissement)	12460		2001			Conseiller de Paris
000572	M.	Charretier	Maurice	ANCIEN	10087							Carpentras	3257					Maire
95018F	M.	Charzat	Michel	ANCIEN	712						de 	20ème arrondissement de Paris	712					Maire d'arrondissement
14195A	M.	Chasseing	Daniel	ACTIF	14049	01/04/1977	30/03/1977		30/03/2001			Le Lonzac	13502	01/04/1989		30/03/2001		Maire
14195A	M.	Chasseing	Daniel	ACTIF	14049	01/04/1977	30/03/1977		30/03/2001			Le Lonzac	13563	30/03/1977	1977	30/03/1989		Conseiller municipal
14195A	M.	Chasseing	Daniel	ACTIF	14051		01/04/2001				de 	Chamberet	13503	01/04/2001		15/07/2017		Maire
14195A	M.	Chasseing	Daniel	ACTIF	14051		01/04/2001				de 	Chamberet	50777	16/07/2017				Conseiller municipal
08057C	M.	Chastan	Yves	ANCIEN	11716			2006			de	Privas	11581	09/03/2008	2008	31/03/2014		Maire
08057C	M.	Chastan	Yves	ANCIEN	11716			2006			de	Privas	11679		2006	09/03/2008	2008	Conseiller municipal
08057C	M.	Chastan	Yves	ANCIEN	11716			2006			de	Privas	13154	08/04/2014				Conseiller municipal
08057C	M.	Chastan	Yves	ANCIEN	11717			1995		2001	de	Saint-Priest	11584		1995		2001	Maire
08028W	M.	Chatillon	Alain	ACTIF	11590			1989			de	Revel	11479		1989	06/11/2017		Maire
08028W	M.	Chatillon	Alain	ACTIF	11590			1989			de	Revel	50747	07/11/2017				Conseiller municipal
04099V	M.	Chauveau	Jean-Pierre	ANCIEN	11101			1977	01/03/1995		de	Mamers	11087		1977		1983	Conseiller municipal
04099V	M.	Chauveau	Jean-Pierre	ANCIEN	11101			1977	01/03/1995		de	Mamers	11088		1984	01/03/1995		Adjoint au maire
04099V	M.	Chauveau	Jean-Pierre	ANCIEN	11106			1995			de	Commerveil	11093	27/03/1995		31/03/2014		Maire
58349P	M.	Chazelle	René	ANCIEN	10088				13/04/2006	2006		Bresle	3258			13/04/2006	2006	Maire
77013X	M.	Chérioux	Jean	ANCIEN	711				11/03/2001	2001	de 	Paris	711			11/03/2001	2001	Conseiller de Paris
81010Y	M.	Chervy	William	ANCIEN	621						de 	Saint-Vaury	621					Maire
08013P	Mme	Chevé	Jacqueline	ANCIEN	11519				15/03/2010	2010	de	Loudéac	11435			15/03/2010	2010	Conseiller municipal
02053W	M.	Chevènement	Jean-Pierre	ANCIEN	11632			1983		2007	de	Belfort	11510		1983		1997	Maire
02053W	M.	Chevènement	Jean-Pierre	ANCIEN	11632			1983		2007	de	Belfort	11511		2001		2007	Maire
02053W	M.	Chevènement	Jean-Pierre	ANCIEN	11632			1983		2007	de	Belfort	11659		1977		1983	Adjoint au maire
18083K	M.	Chevrollier	Guillaume	ACTIF	51325	16/03/2008	16/03/2008		18/06/2012		de	Château-Gontier	50504	16/03/2008		18/06/2012		Conseiller municipal
59527T	M.	Chinaud	Roger	ANCIEN	10089							Paris	3259					Conseiller de Paris
11042G	M.	Chiron	Jacques	ANCIEN	12796		18/06/1995		01/04/2014		de	Grenoble	12949	18/06/1995		01/04/2014		Adjoint au maire
11023D	Mme	Claireaux	Karine	ANCIEN	12466		23/03/2008				de	Saint-Pierre (Miquelon)	12668	23/03/2008				Maire
11023D	Mme	Claireaux	Karine	ANCIEN	12466		23/03/2008				de	Saint-Pierre (Miquelon)	12952	19/03/1989		28/02/2001		Adjoint au maire
04016A	M.	Claudel	Gérard	ANCIEN	10696			1953			d'	Ennery	10761		1953		1960	Conseiller municipal
04016A	M.	Claudel	Gérard	ANCIEN	10696			1953			d'	Ennery	10762		1960			Maire
95019G	M.	Cléach	Marcel-Pierre	ANCIEN	740				11/03/2001	2001	de 	Lombron	740			11/03/2001	2001	Maire
86018E	M.	Clouet	Jean	ANCIEN	770				11/03/2001	2001	de 	Vincennes	770			11/03/2001	2001	Maire
81014D	M.	Collard	Henri	ANCIEN	633				13/01/2012	2012	de 	Lyons-la-forêt	633			13/01/2012	2012	Maire
000501	M.	Collet	François	ANCIEN	10090							Paris	3260					Conseiller municipal
59223E	M.	Collette	Henri	ANCIEN	10091				12/12/1998	1998		Licques	3261			12/12/1998	1998	Maire
88008L	M.	Collin	Yvon	ACTIF	767				11/03/2001	2001	de 	Caussade	767			11/03/2001	2001	Maire
88008L	M.	Collin	Yvon	ACTIF	6159		11/03/2001	2001	21/03/2008		de	Caussade	2460	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
88008L	M.	Collin	Yvon	ACTIF	6159		11/03/2001	2001	21/03/2008		de	Caussade	2703	17/03/2001	2001	21/03/2008	2008	Maire
88008L	M.	Collin	Yvon	ACTIF	6159		11/03/2001	2001	21/03/2008		de	Caussade	11272		2008	21/03/2008		Conseiller municipal
88008L	M.	Collin	Yvon	ACTIF	11898			1983		1986	de	Montauban	11708		1983		1986	Adjoint au maire
99002P	M.	Collomb	Gérard	ANCIEN	5836			1977	11/03/2001	2001	de	Lyon	2189		1995	11/03/2001	2001	Maire
99002P	M.	Collomb	Gérard	ANCIEN	5836			1977	11/03/2001	2001	de	Lyon	10781		1977		1995	Conseiller municipal
99002P	M.	Collomb	Gérard	ANCIEN	6205		18/03/2001				de	Lyon	2544	18/03/2001	2001	25/03/2001	2001	Conseiller municipal
99002P	M.	Collomb	Gérard	ANCIEN	6205		18/03/2001				de	Lyon	2784	25/03/2001	2001	16/07/2017		Maire
99002P	M.	Collomb	Gérard	ANCIEN	6205		18/03/2001				de	Lyon	51132	17/07/2017		04/11/2018		Conseiller municipal
99002P	M.	Collomb	Gérard	ANCIEN	6205		18/03/2001				de	Lyon	51134	05/11/2018				Maire
04038G	M.	Collombat	Pierre-Yves	ACTIF	10812			1983	01/04/2014		de	Figanières	10884		1983	28/01/2005	2005	Maire
04038G	M.	Collombat	Pierre-Yves	ACTIF	10812			1983	01/04/2014		de	Figanières	11104	29/01/2005	2005	01/04/2014		Adjoint au maire
