ID Assemblee	Code sexe	Prenom elu	Nom elu	Date naissance	Date deces	Commune de naissance	Departement de naissance	Pays de naissance	Nom profession	Categorie profession	Famille profession
PA1710	M.	Serge	Janquin	1943-08-05		Bruay-en-Artois	Pas-de-Calais		Professeur certifié de sciences économiques et sociales, enseignement secondaire	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA1712	M.	Olivier	Jardé	1953-03-28		Courbevoie	Hauts-de-Seine		Professeur de chirurgie, professeur de droit de la santé	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA1713	M.	Pierre	Jarlier	1954-07-14							
PA1723	M.	Jean-Jacques	Jégou	1945-03-24		Versailles	Yvelines		Chef d'entreprise	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA1736	M.	Charles	Josselin	1938-03-31		Pleslin-Trigavou	Côtes-d'Armor		Économiste	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA1741	M.	Alain	Journet	1941-06-25		Le Vigan	Gard		Géomètre expert DPLG	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA1744	M.	Alain	Joyandet	1954-01-15		Dijon	Côte-d'Or	France	Editeur	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA1746	M.	Didier	Julia	1934-02-18		Paris 6ème 	Paris		Professeur d'Université	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA1748	M.	Armand	Jung	1950-12-13		Theding	Moselle		Fonctionnaire territorial	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA1759	M.	Aimé	Kergueris	1940-06-03		Plouhinec	Morbihan		Agriculteur	Agriculteurs exploitants	Agriculteurs exploitants
PA1761	M.	Christian	Kert	1946-07-25		Salon-de-Provence	Bouches-du-Rhône	France	Cadre administratif	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA1770	M.	Jacques	Kossowski	1940-10-11		Paris	Paris	France	Dirigeant d'entreprise	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA1774	M.	Jean-Pierre	Kucheida	1943-02-24		Liévin	Pas-de-Calais		Professeur certifié	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA1778	M.	Patrick	Labaune	1951-06-13		Paris	Paris	France	Retraité de l'enseignement	Anciens cadres et professions intermédiaires	Retraités
PA1779	M.	Georges	Labazée	1943-06-16		VIVEN				Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA1782	M.	Philippe	Labeyrie	1938-04-29	2012-10-13						
PA1789	Mme	Conchita	Lacuey	1943-09-30		Bordeaux	Gironde		Cadre comptable	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA1790	M.	Marc	Laffineur	1945-08-10		Maubeuge	Nord	France	Médecin anesthésiste-réanimateur	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA1791	M.	Pierre	Laffitte	1925-01-01							
PA1793	M.	Jacques	Lafleur	1932-11-20	2010-12-04	Nouméa	Nouvelle-Calédonie		Administrateur de sociétés	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA1796	M.	Serge	Lagauche	1940-01-02							
PA1809	M.	Jérôme	Lambert	1957-06-07		Vincennes	Val-de-Marne	France	Cadre de l'industrie	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA1811	M.	Alain	Lambert	1946-07-20							
PA1815	M.	Robert	Lamy	1941-07-30		Tarare	Rhône		Commerçant	Commerçants et assimilés	Artisans, commerçants et chefs d'entreprise
PA1816	M.	François	Lamy	1959-10-31		Brunoy	Essonne	France	Instituteur	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA1821	M.	Jack	Lang	1939-09-02		Mirecourt	Vosges	France	Professeur agrégé de droit public	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA1822	M.	Pierre	Lang	1947-06-13		Creutzwald	Moselle	France	Biologiste, directeur d'un laboratoire d'analyses médicales	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA1828	M.	Gérard	Larcher	1949-09-14							
PA1835	M.	Pierre	Lasbordes	1946-05-13		Meaux	Seine-et-Marne		Directeur commercial	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA1838	M.	Jean	Lassalle	1955-05-03		Lourdios-Ichère	Pyrénées-Atlantiques	France	Technicien agricole	Ouvriers agricoles	Ouvriers
PA1842	M.	Robert	Laufoaulu	1947-07-07							
PA1844	M.	Jean	Launay	1952-07-24		Avesnes-sur-Helpe	Nord	France	Inspecteur du Trésor	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA1857	M.	Thierry	Lazaro	1960-09-27		Lille	Nord	France	Chargé de communication	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA1866	M.	Gilbert	Le Bris	1949-03-03		Concarneau	Finistère	France	Commerçant	Commerçants et assimilés	Artisans, commerçants et chefs d'entreprise
PA1867	M.	Gérard	Le Cam	1954-02-24							
PA1871	M.	Jean-Yves	Le Déaut	1945-02-01		Guémené-sur-Scorff	Morbihan	France	Retraité enseignant d'Université	Anciens cadres et professions intermédiaires	Retraités
PA1872	M.	Jean-Yves	Le Drian	1947-06-30		Lorient	Morbihan		Inspecteur général de l'éducation nationale	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA1874	M.	Marc	Le Fur	1956-11-28		Dakar		Sénégal	Sous-préfet	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA1877	M.	Jean	Le Garrec	1929-08-09		Le Palais	Morbihan		Cadre supérieur du secteur privé	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA1879	M.	Jean-François	Le Grand	1942-06-08							
PA1880	M.	Jean-Marie	Le Guen	1953-01-03		Paris	Paris	France	Médecin 	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA1883	M.	Jacques	Le Nay	1949-11-19		Plouay	Morbihan		Horticulteur	Agriculteurs exploitants	Agriculteurs exploitants
PA1885	M.	Louis	Le Pensec	1937-01-08		Mellac	Finistère		Enseignant (faculté des sciences économiques de Rennes) et conseil d'entreprises	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA1886	M.	Bruno	Le Roux	1965-05-02		Gennevilliers	Hauts-de-Seine	France	Consultant en gestion et management	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA1888	Mme	Raymonde	Le Texier	1939-10-29		Thoras	Haute-Loire		Cadre dans une association chargée de l'enfance inadaptée	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA1890	M.	Alain	Le Vern	1948-05-08		Portsall	Finistère		Instituteur	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA1893	Mme	Marylise	Lebranchu	1947-04-25		Loudéac	Côtes-d'Armor	France	Cadre du secteur privé	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA1902	M.	Dominique	Leclerc	1944-03-17							
PA1911	M.	Michel	Lefait	1946-05-20		Blendecques	Pas-de-Calais		Professeur de collège	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA1915	M.	Jean-Claude	Lefort	1944-12-15		Paris	Paris		Dessinateur	Techniciens	Professions Intermédiaires
PA1919	M.	Jacques	Legendre	1941-12-02		Paris	Paris		Professeur agrégé	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA1929	M.	André	Lejeune	1935-07-04	2009-09-09	Agen	Creuse		Professeur en sciences physiques	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA1931	M.	Pierre	Lellouche	1951-05-03		Tunis		Tunisie	Avocat et universitaire	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA1936	M.	Patrick	Lemasle	1952-05-18		Saint-Hilaire-du-Harcouët	Manche	France	Exploitant agricole	Agriculteurs exploitants	Agriculteurs exploitants
PA1937	M.	Jean-Claude	Lemoine	1931-04-28	2007-10-04	Tessy-sur-Vire	Manche		Médecin retraité	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA1939	M.	Guy	Lengagne	1933-07-11		Boulogne-sur-Mer	Pas-de-Calais		Professeur de mathématiques à l'Université d'Amiens	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA1942	M.	Jean-Claude	Lenoir	1944-12-27		Mortagne-au-Perche	Orne		Cadre EDF	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA1944	M.	Jean-Louis	Léonard	1950-07-24		Besançon	Doubs	France	Ingénieur	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA1946	M.	Jean	Leonetti	1948-07-09		Marseille	Bouches-du-Rhône	France	Praticien hospitalier	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA1952	M.	Arnaud	Lepercq	1937-03-09	2015-12-20	Villerupt	Meurthe-et-Moselle		Sans profession déclarée	Sans profession déclarée	Sans profession déclarée
PA1954	M.	Pierre	Lequiller	1949-12-04		Londres		Grande Bretagne	Cadre de banque	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA1960	M.	Maurice	Leroy	1959-02-02		Paris	Paris	France	Économiste	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA1963	M.	Michel	Lesage	1952-06-02		Cherbourg	Manche	France	Economiste	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA1971	M.	Édouard	Leveau	1933-09-22	2016-03-26	Dieppe	Seine-Maritime	France	Armateur à la grande pêche 	Agriculteurs exploitants	Agriculteurs exploitants
PA1976	M.	François	Liberti	1947-09-17		Sète	Hérault		Marin pêcheur	Ouvriers agricoles	Ouvriers
PA1977	M.	Michel	Liebgott	1958-02-15		Algrange	Moselle	France	Inspecteur des affaires sanitaires et sociales	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA1978	Mme	Marie-Noëlle	Lienemann	1951-07-12		Belfort	Territoire de Belfort		Professeur certifié	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA1979	Mme	Martine	Lignières-Cassou	1952-02-22		Alger		Algérie	Chargée d'études à la DDE des Pyrénées-Atlantiques	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA1985	M.	Claude	Lise	1941-01-31		Fort-De-France	Martinique		Médecin	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA1991	M.	François	Loncle	1941-10-21		Enghien-les-Bains	Val-d'Oise		Journaliste	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA1993	M.	Gérard	Longuet	1946-02-24		Neuilly	Hauts-de-Seine		Sous-préfet	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA1994	M.	François	Loos	1953-12-24		Strasbourg	Bas-Rhin		Ingénieur en chef des mines	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA1998	M.	Jeanny	Lorgeoux	1950-01-02		Crouy-sur-Cosson	Loir-et-Cher		Administrateur de sociétés	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA2000	M.	Jean-Louis	Lorrain	1948-03-12	2013-06-27						
PA2003	M.	Simon	Loueckhote	1957-05-07							
PA2010	Mme	Hélène	Luc	1932-03-13							
PA2011	M.	Lionnel	Luca	1954-12-19		Boulogne-Billancourt	Hauts-de-Seine	France	Professeur d'histoire-géographie	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2023	M.	Roger	Madec	1950-10-27		PARIS				Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA2025	M.	Alain	Madelin	1946-03-26		Paris	Paris		Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA2026	M.	Bernard	Madrelle	1944-04-27		Saint-Seurin-de-Cursac	Gironde		Professeur	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2027	M.	Philippe	Madrelle	1937-04-21	2019-08-27	SAINT-SEURIN DE CURSAC					
PA2030	M.	Jacques	Mahéas	1939-07-10		Ivry	Val-de-Marne		Principal de collège	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2042	M.	Claude	Malhuret	1950-03-08		Strasbourg	Bas-Rhin		Médecin	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA2045	M.	Noël	Mamère	1948-12-25		Libourne	Gironde		Journaliste	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2047	M.	Christian	Manable	1948-06-19						Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2048	M.	Jean-François	Mancel	1948-03-01		Beauvais	Oise	France	Administrateur civil	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2051	M.	Thierry	Mandon	1957-12-30		Lausanne		Suisse	Directeur de société	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA205280	M.	Roger	Karoutchi	1951-08-26							
PA2056	M.	François	Marc	1950-03-19							
PA2073	M.	Thierry	Mariani	1958-08-08		Orange	Vaucluse		Cadre	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA2074	M.	Didier	Marie	1960-05-19		Petit-Quevilly	Seine-Maritime		Instituteur	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA2075	M.	Alfred	Marie-Jeanne	1936-11-15		Rivière-Pilote	Martinique	France	Professeur de mathématiques	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2081	M.	Philippe	Marini	1950-01-28							
PA2083	M.	Hervé	Mariton	1958-11-05		Alger		Algérie	Ingénieur en chef des mines	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2084	M.	Alain	Marleix	1946-01-02		Paris	Paris		Ancien journaliste	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2086	M.	Franck	Marlin	1964-09-30		Orléans	Loiret	France	Grands corps de l'État	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2089	M.	Alain	Marsaud	1949-03-08		Limoges	Haute-Vienne	France	Magistrat	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2090	M.	Jean	Marsaudon	1946-05-03	2008-09-18	Paris	Paris		Ingénieur	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA2091	M.	Daniel	Marsin	1951-11-13		Pointe-à-Pitre	Guadeloupe		Cadre supérieur de banque	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA2098	M.	Philippe Armand	Martin	1949-04-28		Cumières	Marne	France	Viticulteur	Agriculteurs exploitants	Agriculteurs exploitants
PA2099	M.	Patrice	Martin-Lalande	1947-12-02		Grenoble	Isère	France	Cadre administratif	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2102	Mme	Henriette	Martinez	1949-07-10		Laragne-Montéglin	Hautes-Alpes	France	Professeur certifié	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2107	M.	Jacques	Masdeu-Arus	1942-08-07		Paris	Paris		Ingénieur conseil	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
